	BALF1	BALF2	BALF16	BALF19	BALF25	BALF28	BALF33	BALF39	BALF42	BALF44	BALF45	BALF54	BALF56	BALF59	BALF60	BALF63	BALF65	BALF67	BALF72	BALF76	BALF77	BALF78	BALF81	BALF85	BALF88	BALF95	BALF96	BALF97	BALF105	BALF106	BALF108	BALF109	BALF112	BALF113	BALF114	BALF115	BALF116	BALF120	BALF121	BALF123	BALF126	BALF127	BALF128	BALF133	BALF136	BALF138	BALF143	BALF148	BALF150	BALF153	BALF155	BALF161	BALF162	BALF163	BALF165	BALF166	BALF169	BALF181	BALF182	BALF194	BALF198	BALF203	BALF204	BALF206	BALF208	BALF214	BALF217	BALF218	BALF221	BALF222	BALF225	BALF228	BALF231	BALF237	BALF238	BALF247	BALF248	BALF253	BALF254	BALF255	BALF256	BALF177	BALF259	BALF263	BALF265	BALF267	BALF270	BALF283
K03168: DNA_topoisomerase_I	0	0	102.248	0	809.213	261.359	804.348	514.85	1006.8	718.547	460.782	0	0	0	160.164	334.995	449.078	156.259	850.676	0	0	0	0	561.468	0	774.645	489.029	0	0	0	0	754.725	0	136.373	1169.41	331.922	236.155	948.186	0	0	0	0	419.112	0	0	0	0	899.625	263.001	0	0	0	0	0	0	0	0	760.244	0	0	654.31	849.047	229.943	483.304	0	708.503	0	0	0	412.279	0	0	637.544	880.523	460.033	845.259	778.811	596.146	0	782.184	0	303.704	0	0	929.475	601.462	0	731.593
K03210: preprotein_translocase_subunit_YajC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.9024	0	0	0	0	0	0	0	161.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298.346	0	0	0	0	0	0	0	0	0	54.4889	0	0	0	0	0	0	0	0	0	0	0	297.757	0	0	0	0	0	0	0
K03408: purine_binding_chemotaxis_protein_CheW	0	0	0	67.2399	0	0	0	0	0	0	0	0	0	0	0	0	0	221.144	0	0	0	0	0	0	0	0	0	0	0	0	92.5466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5316	71.4831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.1055	0	0	0	12.9366	0	0	0	0	0	0	0	0
K03413: two_component_system_chemotaxis_family_chemotaxis_protein_CheY	0	0	57.2136	143.2046	0	0	0	0	0	0	0	0	0	0	0	0	0	149.993	0	0	569.577	0	0	0	0	0	0	0	0	107.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.155	0	0	0	0	0	0	0	0	0	0	0	0	0	92.9859	0	0	0	0	83.0307	0	0	0	0	0	0	0	26.2325	0	0	0	0	0	220.041	0	0	0	0	0
K03464: muconolactone_D_isomerase	0	0	69.6646	23.0742	0	0	0	57.6206	0	0	0	0	0	142.9618	0	0	58.2423	0	0	0	0	108.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03474: pyridoxine_5_phosphate_synthase	0	0	0	43.5537	0	0	0	0	0	0	0	94.7073	80.072	55.1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.159	0	162.803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03557: Fis_family_transcriptional_regulator_factor_for_inversion_stimulation_protein	0	0	0	37.7332	0	0	0	0	0	0	0	76.292	0	64.0989	460.365	0	0	0	24.4871	0	269.1	140.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.34	0	0	0	0	60.0437	0	0	0	0	0	0	279.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.786
K03574: 8_oxo_dGTP_diphosphatase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.5508	0	0	0	0	0	0	58.7446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.3298	189.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898.109	0	0	0	21.9026	0	0	0	0	0	0	0	0	0	0	0	0
K03594: bacterioferritin	0	0	88.5675	38.7591	0	0	0	0	0	0	0	85.5611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313.084	0	0	0	0	0	0	0	154.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03602: exodeoxyribonuclease_VII_small_subunit	0	0	0	0	0	0	0	0	0	0	0	0	271.156	79.9017	0	0	0	0	0	0	0	132.101	95.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.074	0	0	0	0	0	157.201	0	0	0	0	73.1876	0	0	186.638	0	0	0	61.0845	0	0	0	0	0	139.494	0	0	0	0	0	0	251.822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03608: cell_division_topological_specificity_factor	0	0	0	54.3613	0	191.49	0	123.028	0	0	0	0	0	281.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.958	0	0	0	0	0	0	0	0	0	76.0473	0	345.848	0	0	270.23	0	0	0	0	0	222.325	0	0	71.2238	0	0	0	0	0	0	0	0	0	0	0	0	0	978.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03625: transcription_antitermination_protein_NusB	0	0	0	60.5155	0	0	0	0	0	0	0	0	0	166.817	135.984	94.0362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.3874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.8864	0	0	0	0	0	0	0	0
K03635: molybdopterin_synthase_catalytic_subunit	0	0	0	20.1086	0	0	0	0	0	0	0	0	0	14.95	228.668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.757	0	0	0	0	0	0	0	0	0	0	72.5364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03636: sulfur_carrier_protein	0	0	0	15.9568	0	0	0	0	0	0	0	0	0	0	0	0	0	124.994	0	0	0	0	0	0	0	0	0	0	0	0	105.438	0	0	0	0	0	0	0	37.9142	0	0	0	0	0	0	0	0	49.8548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668.161	0	0	0	0	0	0	0	0	0	0	0	0	0	110.609	0	375.72	0	0	0	0	0
K03640: peptidoglycan_associated_lipoprotein	0	0	25.7537	34.1204	0	0	0	0	0	0	0	0	306.785	31.4507	111.046	0	0	0	0	0	0	117.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.5446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8858	0	0
K03666: host_factor_I_protein	0	0	24.5771	103.1993	0	0	0	0	0	0	0	0	0	115.936	182.454	0	0	247.008	0	0	0	0	0	0	82.4048	0	0	0	0	366.17	52.225	0	0	0	0	0	157.201	0	0	0	0	50.3793	0	0	0	0	0	0	0	68.4219	121.8296	0	0	0	0	560.91	0	0	0	0	94.7648	0	0	0	0	0	224.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03704: cold_shock_protein	0	0	0	0	0	0	0	0	0	0	0	0	117.2092	191.747	331.024	0	164.368	126.833	0	0	0	0	0	64.3929	293.0264	0	0	0	0	266.071	68.8087	0	0	0	0	0	0	0	0	0	0	495.74	0	0	0	212.987	0	0	0	48.3905	400.724	0	329.146	0	0	265.651	140.293	34.817	0	201.684	0	0	396.711	0	0	167.968	0	0	0	642.581	0	435.749	84.5928	0	220.478	0	26.5267	0	0	0	285.032	0	0	254.3182	0	144.8032	0	57.5182
K03719: Lrp_AsnC_family_transcriptional_regulator_leucine_responsive_regulatory_protein	0	296.331	0	102.831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.5514	0	0	0	0	0	0	0	0	0	0	0	0	0	111.388	73.0796	0	145.038	0	235.36	0	0	0	0	0	0	0	0	0	0	323.4278	0	0	0	0	0	90.6362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.883	0	0
K03745: SlyX_protein	0	0	55.0192	0	0	0	0	0	0	0	0	0	0	74.8447	634.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198.514	0	0	0	0	0	0	39.7734	0	0	0	0	0	0	0	0	973.4257	92.0186	0	0	0
K03747: Smg_protein	0	0	0	29.3352	0	270.903	0	0	0	0	0	0	0	0	0	0	0	0	13.8118	0	0	0	0	43.6663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.4726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.4682	0	0	0	256.174	0	0	0	0	0	0	0	0	0	177.856	0	0	0	0	0
K03786: 3_dehydroquinate_dehydratase_II	0	0	0	33.294	0	0	0	0	0	0	0	0	0	53.8203	344.594	0	0	129.856	0	0	0	0	0	0	83.2764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.538	0	0	83.8096	0	0	0	0	0	315.818	0	0	0	0	0	0	0	0	0
K03799: heat_shock_protein_HtpX	0	0	0	36.6551	0	0	0	0	0	0	0	0	88.1112	49.8264	362.549	0	0	0	0	0	94.3886	0	144.921	0	128.903	0	0	0	0	0	0	0	0	0	0	0	0	0	50.7374	154.264	0	0	0	0	0	0	0	0	0	61.7232	0	0	0	0	0	0	185.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03814: monofunctional_glycosyltransferase	0	0	0	22.9504	0	0	0	0	0	0	0	0	0	42.5376	123.898	0	0	0	0	0	163.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04047: starvation_inducible_DNA_binding_protein	0	0	0	76.4177	0	0	0	0	0	0	0	0	0	0	104.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.8904	0	0	0	140.523	53.3113	199.769	0	0	0	0	0	0	103.166	0	0	0	0	0	0	0	0	0	92.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04075: tRNA_Ile_lysidine_synthase	0	0	228.309	0	699.402	360.14	1243.04	606.095	989.611	685.473	976.851	0	0	0	0	378.623	324.089	466.519	837.175	0	0	0	0	629.968	0	827.52	823.635	0	0	0	0	621.145	0	536.861	452.911	0	433.893	1089.18	0	0	0	0	288.974	0	0	0	519.051	769.204	498.397	0	0	0	0	0	0	0	0	762.614	0	0	777.36	922.465	253.837	480.922	0	610.281	0	0	108.827	542.727	0	0	1154.9	955.225	559.579	1250	923.054	640.54	0	1002.12	0	0	781.664	0	984.808	599.396	0	1131.33
K04488: nitrogen_fixation_protein_NifU_and_related_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	46.1932	343.081	0	146.811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4368	0	0	0	0	0	0	0	0
K04564: superoxide_dismutase_Fe_Mn_family	0	0	26.1713	0	0	0	0	0	0	0	118.978	0	0	26.2205	92.2838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.3268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.598	0	0	0	0	0	2.38569	120.082	0	0	0	0	0	0	0	0	0	0	0	0	0
K04751: nitrogen_regulatory_protein_P_II_1	0	0	0	27.97702	0	0	0	0	0	0	0	0	0	101.361	243.913	177.995	0	0	0	0	0	0	0	0	0	0	74.6158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.484	0	0	0	0	0	0	0	0	0	0	0	936.105	0	0	0	0	0	0	0
K05527: BolA_family_transcriptional_regulator_general_stress_responsive_regulator	0	0	0	0	0	0	0	58.3593	0	0	0	0	0	0	243.146	0	0	0	0	216.223	0	0	0	0	0	0	0	0	0	366.622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06180: 23S_rRNA_pseudouridine1911_1915_1917_synthase	840.386	626.609	105.389	0	845.697	183.695	1225.1	262.281	854.959	507.209	330.677	0	0	0	182.344	652.68	527.961	0	767.25	0	0	0	0	759.771	0	607.705	442.524	0	0	0	0	666.573	0	371.738	727.517	0	0	294.23	0	0	0	0	457.256	0	0	0	0	954.769	376.134	0	0	0	0	0	0	0	0	897.996	0	0	693.87	897.543	0	504.312	0	344.057	352.474	0	217.677	476.209	0	0	533.119	917.336	447.281	819.949	889.764	874.124	0	822.581	0	0	0	0	771.967	616.367	0	589.765
K06199: fluoride_exporter	0	0	0	56.9643	0	0	0	0	0	0	0	0	0	234.6578	184.404	0	0	0	0	0	0	0	208.387	0	112.371	0	0	0	0	0	0	0	0	0	245.157	0	0	75.4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.08	0	0	0	0	0	0	0	0	0	0	0	0	115.729	0	0	0	0	0	0	0	0	0	0	0	133.529	0	0	0	0	0	0	0
K06204: DnaK_suppressor_protein	0	0	112.597	197.9498	0	0	0	0	0	0	0	0	167.057	53.1833	120.268	0	0	0	0	0	0	0	0	0	0	0	0	688.13	0	0	112.133	0	0	0	0	433.22	0	0	0	0	0	0	0	0	127.726	0	368.705	0	0	0	0	0	0	0	105.841	0	0	0	0	195.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06958: RNase_adapter_protein_RapZ	0	0	0	31.2691	0	0	0	0	0	0	0	0	0	118.0133	0	0	0	0	0	0	0	0	131.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.4544	0	0	0	0	0	0	0	0	0	0	0	27.1633	0	0	0	0	0	0	0	0
K07027: glycosyltransferase_2_family_protein	0	471.163	88.5346	0	957.183	0	690.7	459.522	997.674	544.301	563.799	0	0	0	0	459.938	555.317	0	816.555	0	0	0	0	607.95	0	857.038	478.157	0	282.106	0	0	841.994	0	520.813	864.301	0	359.464	730.873	0	0	0	0	472.63	0	157.352	0	0	872.344	360.909	0	0	0	0	0	0	0	0	929.066	0	0	819.009	876.57	198.144	333.729	0	672.52	0	0	0	771.135	0	0	748.478	963.026	349.497	772.383	958.919	917.035	0	790.201	0	413.643	0	0	654.225	626.556	0	554.117
K07048: phosphotriesterase_related_protein	0	426.155	24.0268	0	738.479	0	511.989	482.547	1081.27	761.074	365.574	0	0	0	0	301.547	0	0	537.518	0	0	0	0	593.632	0	565.6	267.146	0	0	0	0	615.4	0	0	0	332.951	0	299.155	0	0	0	0	525.819	0	0	0	0	642.428	288.583	0	0	0	0	0	0	0	0	705.339	0	0	611.703	782.222	233.843	744.889	0	860.667	0	0	0	790.17	0	0	127.935	940.589	297.006	801.096	1000.83	700.682	0	915.259	235.68	0	0	0	624.077	494.884	0	610.546
K07107: acyl_CoA_thioester_hydrolase	0	0	117.612	0	0	0	0	0	0	0	0	0	0	196.0668	88.4416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.37	0	0	0	0	39.7424	0	0	0	0	0	0	0	0	0	0	0
K07397: putative_redox_protein	0	0	62.4734	64.5381	0	0	0	0	0	0	0	0	0	138.58	56.3788	0	0	0	0	0	0	0	0	0	172.428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07497: putative_transposase	0	0	0	34.0993	0	0	0	0	0	0	0	83.6077	0	0	0	0	0	0	0	0	0	169.0417	438.2412	0	0	0	0	0	0	151.461	0	0	0	0	0	0	0	0	41.8723	0	164.344	0	0	0	34.4914	0	0	0	0	0	0	0	0	0	0	90.3038	0	0	0	0	0	0	0	0	0	48.2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07560: D_aminoacyl_tRNA_deacylase	0	0	0	44.392	0	0	0	0	0	0	0	0	0	128.023	0	0	0	0	0	0	0	0	185.493	0	0	0	0	0	0	0	0	0	369.703	0	0	0	0	0	103.332	0	0	0	0	0	0	0	0	0	0	74.1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07666: two_component_system_OmpR_family_response_regulator_QseB	0	0	0	53.654	0	0	0	0	0	0	0	0	0	121.08	246.464	0	0	0	0	0	0	169.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.133	0	0	0	0	0	0	0	0	0	12.8979	0	0	0	0	0	0	0	0
K07729: putative_transcriptional_regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738.529	132.9	0	0	0	0	0	0	0	0	225.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07738: transcriptional_repressor_NrdR	0	0	0	19.2055	0	0	0	0	0	0	0	0	84.1085	0	76.9824	0	68.9847	0	0	0	0	0	93.5395	86.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.02	0	0	0	0	0	0
K09159: antitoxin_CptB	0	0	40.014	21.64387	0	0	0	0	0	0	0	0	0	170.15	324.525	0	0	0	0	0	108.779	0	0	0	0	36.8154	0	0	0	79.3347	0	0	0	0	0	192.296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.231	155.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09748: ribosome_maturation_factor_RimP	0	0	0	41.3848	0	0	0	0	0	0	0	0	0	0	203.1445	0	0	0	0	227.146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.043	0	0	0	238.561	0	0	0	28.9659	0	34.3708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.543	109.617	0	0	0	0	0	0	0	0	0	4.90536	0	0	0	0	0	0	0	0
K09888: cell_division_protein_ZapA	0	0	0	94.8911	0	0	0	0	0	0	0	0	0	26.6339	526.63	0	0	0	0	0	0	0	0	0	0	0	64.6733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.478	0	0	0	0	88.4856	150.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11717: cysteine_desulfurase_selenocysteine_lyase	0	791.611	85.3317	0	886.676	0	926.741	291.352	985.22	866.213	566.221	0	0	0	0	554.142	203.498	191.991	793.03	0	0	0	0	647.076	0	745.539	671.246	1368.45	0	0	0	463.276	0	0	378.651	0	145.074	571.686	0	0	0	0	275.694	0	0	0	0	831.961	559.115	0	0	0	0	0	0	0	0	738.323	334.325	0	677.099	862.526	297.105	613.711	0	458.719	446.887	0	0	276.584	0	0	419.095	968.91	535.678	960.812	863.365	772.641	0	948.642	185.615	0	0	0	967.591	790.819	0	572.231
K12262: superoxide_oxidase	0	0	0	103.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.1457	0	0	0	0	0	0	0	0	344.595	0	0	0	0	0	0	0	0	0	0	0	0	0	96.5278	0	0	0	256.156	0	0	0	102.382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12573: ribonuclease_R	0	0	57.1853	0	956.633	0	835.933	598.125	892.503	640.257	693.052	0	0	0	0	587.198	486.661	0	840.012	0	0	0	0	828.315	0	863.913	605.692	0	0	0	0	989.137	0	285.77	723.164	0	461.355	553.524	0	0	0	0	519.927	0	241.243	0	183.855	844.237	321.078	0	0	0	0	0	0	0	0	941.267	0	0	630.924	897.347	349.011	736.359	0	529.029	0	0	167.328	467.379	0	0	587.514	936.232	443.362	857.831	777.833	785.584	0	872.824	131.294	700.011	0	0	1095.39	683.692	0	623.233
K12941: aminobenzoyl_glutamate_utilization_protein_B	0	0	0	37.8817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.4031	0	0	0	0	0	0	0	0	0	27.2895	0	0
K13643: Rrf2_family_transcriptional_regulator_iron_sulfur_cluster_assembly_transcription_factor	0	0	69.9666	27.8091	0	0	0	0	0	0	0	0	0	215.287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.3049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15012: two_component_system_response_regulator_RegA	0	0	0	42.6694	0	0	0	0	0	0	0	0	0	218.865	0	0	0	0	0	0	0	0	0	0	0	11.4103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.462	0	0	0	0	0	0	0	0	0	95.7202	0	0	0	0	2.53525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7181	0	0	0	276.54	0	0	0	0
K15383: MtN3_and_saliva_related_transmembrane_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700.311	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0718	0	0
K15977: putative_oxidoreductase	0	0	39.686	48.4124	0	0	0	0	0	0	0	0	0	0	430.0424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.1	226.873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.01	0	0	0
K18672: diadenylate_cyclase	0	0	52.6271	0	925.051	0	695.048	620.455	1081.84	1199.06	1117.68	0	0	0	0	440.709	388.321	0	915.869	0	0	0	37.8511	808.727	0	451.389	422.673	0	0	0	0	1222.58	0	336.612	621.153	0	0	706.517	0	0	0	0	355.842	0	0	0	0	822.797	958.647	0	0	0	0	0	0	0	277.536	976.978	0	0	993.181	823.296	298.397	852.613	0	537.499	0	0	0	364.507	0	0	432.895	911.018	438.56	643.951	1097.14	587.625	0	1007.76	144.995	0	0	0	470.495	799.72	0	750.889
K19159: antitoxin_YefM	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4741	0	0	0	0	0	0	59.3738	0	83.8629	0	269.802	0	0	0	0	0	0	0	0	0	0	0	0	21.0644	105.114	535.047	0	0	0	0	0	0	132.991	0	0	0	0	0	344.415	0	0	0	0	0	0	0	0	0	0	78.4135	0	0	0	0	0	0	0	0	0	0	23.334	0	0	0	0	0	0	0	0	0	0	0	0	0
K20529: type_IV_secretion_system_protein_TrbD	0	0	0	7.11328	0	0	0	0	0	0	0	0	0	0	0	0	0	57.1353	0	0	0	61.3766	0	0	82.8096	0	0	0	0	0	0	0	0	167.577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.4082	0	0	0	0	0	194.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
